environment,algorithm,mode,method,sequence,pair_index,calls,elapsed_ns,latency_us_per_call
UnderwaterDrone-v0,TD3,almost_open,base,70,17,1000,83309500,83.3095
UnderwaterDrone-v0,TD3,almost_open,critic,71,17,1000,173038014,173.038014
UnderwaterDrone-v0,TD3,almost_open,wrapped,72,18,1000,265463241,265.463241
UnderwaterDrone-v0,TD3,almost_open,base,73,18,1000,78183473,78.18347299999999
UnderwaterDrone-v0,TD3,almost_open,native_logic,74,18,1000,13345,0.013345000000000001
UnderwaterDrone-v0,TD3,almost_open,critic,75,18,1000,163241448,163.241448
UnderwaterDrone-v0,TD3,almost_open,base,76,19,1000,78743181,78.74318099999999
UnderwaterDrone-v0,TD3,almost_open,native_logic,77,19,1000,13356,0.013356
UnderwaterDrone-v0,TD3,almost_open,critic,78,19,1000,164702745,164.702745
UnderwaterDrone-v0,TD3,almost_open,wrapped,79,19,1000,261956462,261.956462
